0.040955,0.114445,0.513543,0.513363,0.030601,0.030558,0.030663,0.037242,0.030569,0.041519,0.030995,0.209457,0.030650,0.030988,0.030691,0.030648,0.031215,0.030660,0.031268,0.513543,0.030541,0.034075,0.408938,0.327169,0.299163,0.281808,0.118796,0.116897,0.511949,0.374033,0.110060,0.488885,0.462460,0.490735,0.440582,0.248161,0.147967,0.314833,0.285724,0.141039,0.123951
-0.104882,0.011027,0.040623,0.040623,-0.105917,-0.105921,-0.105913,-0.105563,-0.105919,-0.105038,-0.105882,-0.084570,-0.105902,-0.105866,-0.105895,-0.105902,-0.105798,-0.105906,-0.105800,0.040623,-0.105921,-0.105531,-0.065912,-0.014871,-0.090558,-0.091487,-0.088126,-0.088149,0.040532,-0.085022,-0.014518,0.017526,0.022396,0.040623,-0.056284,0.040623,0.027060,-0.087867,-0.089831,-0.084131,-0.086687
-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
-0.058420,-0.001090,0.016997,0.016997,-0.058838,-0.058839,-0.058836,-0.058691,-0.058838,-0.058473,-0.058823,-0.050226,-0.058832,-0.058817,-0.058829,-0.058832,-0.058801,-0.058833,-0.058789,0.016997,-0.058840,-0.058678,-0.042193,-0.014777,-0.042894,-0.043202,-0.056488,-0.056485,0.016906,-0.049710,-0.015238,0.003161,0.004608,0.012909,-0.027094,0.016997,-0.014192,-0.041800,-0.042654,-0.055427,-0.055987
-0.057847,-0.086057,0.033173,0.033064,-0.092806,-0.092967,-0.093056,-0.092771,-0.093060,-0.092092,-0.093030,-0.076076,-0.093047,-0.093018,-0.093042,-0.093047,-0.092986,-0.093050,-0.092964,0.033173,-0.093063,-0.092745,-0.050782,-0.065057,-0.076340,-0.077291,0.028539,0.025293,0.028528,-0.054035,-0.084316,0.033074,-0.017929,0.008381,0.033050,0.032731,-0.080107,-0.065061,-0.075963,0.032815,0.025464
-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
-0.105516,-0.055309,0.041001,0.041001,-0.106532,-0.106536,-0.106528,-0.106175,-0.106534,-0.105385,-0.106467,-0.084286,-0.106517,-0.106481,-0.106510,-0.106517,-0.106413,-0.106521,-0.106414,0.041001,-0.106536,-0.106114,0.025963,-0.056809,-0.033855,-0.089359,-0.032484,-0.038575,0.030965,0.022917,-0.095672,0.040741,-0.007812,0.012022,0.040572,-0.039508,-0.090616,-0.022126,-0.087733,0.003513,-0.038022
-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000,-100.000000
-0.042265,-0.040296,0.010907,0.010907,-0.042532,-0.042533,-0.042531,-0.042438,-0.042533,0.009925,-0.042523,0.010907,-0.042528,-0.042519,-0.042527,-0.042528,-0.042509,-0.042529,-0.042501,0.010907,-0.042533,-0.042430,-0.029615,-0.029164,-0.037694,-0.037848,-0.031555,-0.024695,0.010907,-0.036683,-0.030598,0.010303,0.010225,0.010907,-0.031737,-0.010484,-0.038469,-0.032022,-0.032467,0.006234,0.006214
-0.001614,-0.001577,0.000206,0.000206,-0.001619,-0.001619,0.000206,-0.001617,-0.001619,-0.001615,-0.001619,-0.001515,-0.001619,-0.001619,-0.001619,-0.001619,-0.001618,-0.001619,-0.001618,0.000206,-0.001619,-0.001617,-0.001340,-0.001447,0.000206,0.000206,-0.001502,-0.001591,0.000206,-0.001346,-0.000257,-0.000819,-0.000325,0.000206,-0.001177,0.000206,-0.000251,0.000206,0.000206,-0.001401,-0.001585
